url	 address	 price	 size	 exprire_data	 update_date	 object	 sex	 amenities	 electric_price	 water_price	 internet_price	 payment_method	 close_time
https://bds123.vn/phong-cho-thue-quan-11-phong-mt-duong-dien-tich-lon-40m2-pr137670.html	 57 Đường Tân Khai, Phường 14, Quận 11, Hồ Chí Minh	 4.5 triệu/tháng	 40	 06/12/2019	 30/11/2019	 ['Tất cả']	 	 ['Có cửa sổ', 'Không chung chủ', 'Có camera', 'Internet tốc độ cao', 'Bếp', 'Dịch vụ vệ sinh', 'Chỗ để xe', 'Công viên', 'Ban công', 'Sân phơi']	 3.500 đồng/Kwh	 100.000 đồng/người	 	 Thỏa thuận	 
https://bds123.vn/phong-cho-thue-gio-giac-tu-dokhong-chung-chu-bve-24-24-co-ke-bep-nau-an-gia-tu-2tr3-pr123546.html	 99 Đường Bình Thới, Phường 11, Quận 11, Hồ Chí Minh	 3 triệu/tháng	 16	 30/11/2019	 30/11/2019	 ['Tất cả']	 	 ['Có cửa sổ', 'Không chung chủ', 'Có bảo vệ', 'Có camera', 'Máy giặt', 'Điều hòa', 'Tủ lạnh', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Đệm', 'Giường ngủ', 'Tủ quần áo', 'Chỗ để xe', 'Ban công', 'Sân phơi']	 3.500 đồng/Kwh	 100.000 đồng/người	 100.000 đồng	 Thỏa thuận	 
https://bds123.vn/phong-tien-nghi-cao-cap-new-1000-ngay-dh-bach-khoa-pr153366.html	 281/48 Đường Lý Thường Kiệt, Phường 15, Quận 11, Hồ Chí Minh	 4.8 triệu/tháng	 25	 29/11/2019	 29/11/2019	 ['Tất cả']	 	 ['Có cửa sổ', 'Có gác', 'Không chung chủ', 'Có bảo vệ', 'Có camera', 'Máy giặt', 'Điều hòa', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Đệm', 'Dịch vụ vệ sinh', 'Chỗ để xe', 'Sân phơi']	 4.000 đồng/Kwh	 100.000 đồng/người	 	 Thỏa thuận	 
https://bds123.vn/cho-nu-thue-phong-ngan-han-0901314737-mtb-mtg-pr154379.html	 Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh	 2.6 triệu/tháng	 16	 25/11/2019	 25/11/2019	 ['Người đi làm']	 Nữ	 ['Có cửa sổ', 'Điều hòa', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Chỗ để xe', 'Công viên', 'Ban công']	 4.000 đồng/Kwh	 70.000 đồng/người	 	 Thỏa thuận	 
https://bds123.vn/phong-cho-thue-hong-bang-gan-y-duoc-kinh-te-ky-thuat-p1-q11-pr143330.html	 Đường Hồng Bàng, Phường 1, Quận 11, Hồ Chí Minh	 3 triệu/tháng	 20	 11/11/2019	 11/11/2019	 	 	 ['Có cửa sổ', 'Không chung chủ', 'Có camera', 'Internet tốc độ cao', 'Dịch vụ vệ sinh', 'Chỗ để xe', 'Công viên', 'Ban công', 'Sân phơi']	 3.500 đồng/Kwh	 100 đồng/người	 	 Thỏa thuận	 
https://bds123.vn/phong-cua-so-sach-se-mat-me-gan-duong-3-2-va-xom-dat-pr136674.html	 120/7 Đường Xóm Đất, Phường 8, Quận 11, Hồ Chí Minh	 3.2 triệu/tháng	 20	 25/09/2019	 25/09/2019	 ['Người đi làm', 'Gia đình']	 	 ['Có cửa sổ', 'Không chung chủ', 'Có camera', 'Dịch vụ vệ sinh', 'Chỗ để xe', 'Sân phơi']	 	 	 	 Thỏa thuận	 
https://bds123.vn/phong-sach-dep-cua-so-mat-me-gan-3-2-va-xom-dat-pr145809.html	 120/7 Đường Xóm Đất, Phường 8, Quận 11, Hồ Chí Minh	 3.3 triệu/tháng	 20	 25/09/2019	 25/09/2019	 ['Tất cả']	 	 ['Có cửa sổ', 'Không chung chủ', 'Có camera', 'Internet tốc độ cao', 'Dịch vụ vệ sinh', 'Chỗ để xe', 'Sân phơi']	 4.000 đồng/Kwh	 100.000 đồng/người	 100.000 đồng	 Thỏa thuận	 
https://bds123.vn/phong-sach-se-thoang-mat-uu-tien-danh-cho-sinh-vien-pr145571.html	 Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh	 800.000 đồng/tháng	 7	 12/09/2019	 12/09/2019	 ['Sinh viên']	 	 []	 	 	 	 Thỏa thuận	 
https://bds123.vn/cho-thue-phong-tro-quan-11-pr144968.html	 341/45s Đường Lạc Long Quân, Phường 15, Quận 11, Hồ Chí Minh	 3 triệu/tháng	 20	 08/09/2019	 08/09/2019	 ['Tất cả']	 Nữ	 ['Có camera', 'Internet tốc độ cao', 'Chỗ để xe', 'Truyền hình cáp', 'Sân phơi']	 3.500 đồng/Kwh	 100.000 đồng/người	 	 Thỏa thuận	 
https://bds123.vn/phong-cho-thue-quan-11-gan-nga-tu-llquan-au-co-pr138414.html	 423/34/20 Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh	 2.8 triệu/tháng	 15	 11/08/2019	 05/08/2019	 ['Người đi làm', 'Sinh viên']	 	 ['Có cửa sổ', 'Không chung chủ', 'Có bảo vệ', 'Có camera', 'Máy giặt', 'Điều hòa', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Dịch vụ vệ sinh', 'Chỗ để xe', 'Truyền hình cáp', 'Ban công', 'Sân phơi']	 	 	 	 Thỏa thuận	 
https://bds123.vn/tro-quan-11-khong-chung-chu-nam-gan-lottemart-nau-an-rieng-full-noi-that-pr141201.html	 Đường Lãnh Binh Thăng, Phường 13, Quận 11, Hồ Chí Minh	 5.5 triệu/tháng	 30	 04/08/2019	 30/07/2019	 	 	 ['Có cửa sổ', 'Không chung chủ', 'Có bảo vệ', 'Có camera', 'Máy giặt', 'Điều hòa', 'Tủ lạnh', 'Ti vi', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Đệm', 'Giường ngủ', 'Tủ quần áo', 'Sàn gỗ', 'Bàn làm việc', 'Dịch vụ vệ sinh', 'Chỗ để xe']	 4.000 đồng/Kwh	 100.000 đồng/người	 100.000 đồng	 Thỏa thuận	 
https://bds123.vn/nha-tro-khong-chung-chu-gio-giac-tu-do-nau-an-trong-phong-gan-duong-le-dai-hanh-quan-11-pr139402.html	 Đường Lê Đại Hành, Phường 13, Quận 11, Hồ Chí Minh	 5.5 triệu/tháng	 32	 18/07/2019	 13/07/2019	 ['Tất cả']	 	 ['Có cửa sổ', 'Không chung chủ', 'Có bảo vệ', 'Có camera', 'Máy giặt', 'Điều hòa', 'Tủ lạnh', 'Ti vi', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Đệm', 'Giường ngủ', 'Tủ quần áo', 'Bàn làm việc', 'Dịch vụ vệ sinh', 'Chỗ để xe', 'Truyền hình cáp', 'Ban công', 'Sân phơi']	 3.500 đồng/Kwh	 10.000 đồng/người	 100.000 đồng	 Thỏa thuận	 
https://bds123.vn/phong-cao-cap-dang-can-ho-mini-full-noi-that-127-17-au-co-tt-q11-pr129168.html	 127/17 Đường Âu Cơ, Phường 14, Quận 11, Hồ Chí Minh	 5.5 triệu/tháng	 25	 17/07/2019	 13/07/2019	 	 	 ['Có cửa sổ', 'Không chung chủ', 'Có camera', 'Máy giặt', 'Điều hòa', 'Tủ lạnh', 'Ti vi', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Đệm', 'Giường ngủ', 'Tủ quần áo', 'Dịch vụ vệ sinh', 'Truyền hình cáp', 'Ban công']	 	 	 	 Thỏa thuận	 
https://bds123.vn/phong-tro-gia-dinh-nha-2-tam-ruoi-co-noi-de-xe-an-ninh-hem-rong-pr138477.html	 102/9/11 Đường Bình Thới, Phường 14, Quận 11, Hồ Chí Minh	 2.6 triệu/tháng	 15	 10/07/2019	 05/07/2019	 ['Tất cả']	 	 []	 5.000 đồng/Kwh	 50.000 đồng/người	 100.000 đồng	 Thỏa thuận	 Sau 23h
https://bds123.vn/cho-thue-phong-tro-gia-re-quan-11-pr137672.html	 1340/11 Đường số 3/2, Phường 2, Quận 11, Hồ Chí Minh	 2.5 triệu/tháng	 12	 02/07/2019	 27/06/2019	 ['Sinh viên']	 Nữ	 ['Có cửa sổ', 'Có camera', 'Internet tốc độ cao', 'Giường ngủ', 'Tủ quần áo', 'Chỗ để xe', 'Công viên', 'Ban công']	 3.500 đồng/Kwh	 80 đồng/người	 50 đồng	 Thỏa thuận	 Sau 24h
https://bds123.vn/cho-thue-phong-cao-cap-full-noi-that-ngay-tt-gan-bach-khoa-y-duoc-kinh-te-pr129870.html	 299/25 Đường Lý Thường Kiệt, Phường 15, Quận 11, Hồ Chí Minh	 6 triệu/tháng	 40	 05/06/2019	 02/06/2019	 ['Tất cả']	 	 ['Có cửa sổ', 'Có gác', 'Không chung chủ', 'Có bảo vệ', 'Có camera', 'Máy giặt', 'Điều hòa', 'Tủ lạnh', 'Ti vi', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Đệm', 'Giường ngủ', 'Tủ quần áo', 'Sàn gỗ', 'Bàn làm việc', 'Dịch vụ vệ sinh', 'Chỗ để xe', 'Truyền hình cáp', 'Ban công', 'Sân phơi']	 3.500 đồng/Kwh	 100 đồng/người	 100 đồng	 Thỏa thuận	 
https://bds123.vn/cho-thue-phong-tro-quan-11-duong-binh-thoi-pr133455.html	 99 Đường Bình Thới, Phường 11, Quận 11, Hồ Chí Minh	 4.5 triệu/tháng	 30	 22/05/2019	 17/05/2019	 ['Tất cả']	 	 ['Có cửa sổ', 'Có bảo vệ', 'Có camera', 'Điều hòa', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Đệm', 'Giường ngủ', 'Tủ quần áo', 'Dịch vụ vệ sinh', 'Chỗ để xe', 'Công viên']	 3.700 đồng/Kwh	 100.000 đồng/người	 100.000 đồng	 Thỏa thuận	 
https://bds123.vn/cho-nu-thue-phong-cu-xa-binh-thoi-q11-pr131954.html	 F56 cư xã Bình Thới Đường số 6, Phường 8, Quận 11, Hồ Chí Minh	 2.5 triệu/tháng	 17	 18/05/2019	 13/05/2019	 ['Người đi làm', 'Sinh viên']	 Nữ	 ['Internet tốc độ cao', 'Bếp', 'Tủ quần áo', 'Sàn gỗ', 'Chỗ để xe', 'Công viên', 'Ban công', 'Sân phơi']	 	 	 	 Thỏa thuận	 
https://bds123.vn/cho-thue-phong-tro-hem-32-19-duong-ong-ich-khiem-p14q11tphcm-pr132043.html	 32/19 Đường Ông Ích Khiêm, Phường 14, Quận 11, Hồ Chí Minh	 2 triệu/tháng	 16	 11/05/2019	 06/05/2019	 	 	 ['Internet tốc độ cao', 'Chỗ để xe', 'Truyền hình cáp']	 	 	 	 Thỏa thuận	 
https://bds123.vn/cho-thue-phong-tro-o-lau-1-toilet-ngoai-phong-moi-ngay-ben-hong-nha-tho-phu-binh-o-sat-cho-pr132004.html	 5 Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh	 1.7 triệu/tháng	 21	 10/05/2019	 05/05/2019	 ['Tất cả']	 	 ['Có cửa sổ', 'Không chung chủ', 'Internet tốc độ cao', 'Bếp', 'Tủ quần áo', 'Bàn làm việc', 'Chỗ để xe', 'Công viên', 'Ban công', 'Sân phơi']	 3.000.000 đồng/Kwh	 70 đồng/người	 40 đồng	 Thỏa thuận	 
https://bds123.vn/cho-thue-phong-tro-cao-cap-co-may-lanh-pr130210.html	 3/7 Đường Lò Siêu, Phường 16, Quận 11, Hồ Chí Minh	 3 triệu/tháng	 18	 20/04/2019	 15/04/2019	 ['Người đi làm', 'Sinh viên']	 	 ['Điều hòa', 'Internet tốc độ cao', 'Chỗ để xe']	 3.500 đồng/Kwh	 50.000 đồng/người	 	 Thỏa thuận	 
https://bds123.vn/cho-thue-phong-tro-21m2-gia-re-tai-99-le-dai-hanh-quan-11tphcm-pr129865.html	 99 Đường Lê Đại Hành, Phường 6, Quận 11, Hồ Chí Minh	 2.5 triệu/tháng	 21	 16/04/2019	 11/04/2019	 ['Người đi làm', 'Sinh viên']	 	 ['Có cửa sổ', 'Ti vi', 'Ban công']	 	 	 	 Thỏa thuận	 Sau 23h
https://bds123.vn/phong-may-lanh-mien-phi-giu-xe-va-wifi-co-gac-o-dam-sen-pr127717.html	 71/ Đường Trịnh Đình Trọng, Phường 5, Quận 11, Hồ Chí Minh	 3.5 triệu/tháng	 20	 13/04/2019	 08/04/2019	 ['Tất cả']	 	 ['Có cửa sổ', 'Có gác', 'Không chung chủ', 'Có camera', 'Máy giặt', 'Điều hòa', 'Internet tốc độ cao', 'Bếp', 'Dịch vụ vệ sinh', 'Truyền hình cáp', 'Sân phơi']	 	 	 	 Thỏa thuận	 
https://bds123.vn/phong-may-lanh-sat-quan-10-cho-nu-thue-pr129264.html	 Đường Lê Đại Hành, Phường 14, Quận 11, Hồ Chí Minh	 2.3 triệu/tháng	 10	 11/04/2019	 06/04/2019	 ['Người đi làm', 'Sinh viên']	 Nữ	 ['Có cửa sổ', 'Không chung chủ', 'Có camera', 'Máy giặt', 'Điều hòa', 'Tủ lạnh', 'Internet tốc độ cao', 'Bếp', 'Tủ quần áo', 'Bàn làm việc', 'Dịch vụ vệ sinh', 'Chỗ để xe', 'Công viên', 'Sân phơi']	 	 	 	 Thỏa thuận	 Sau 24h
https://bds123.vn/con-nhieu-phong-cho-thue-pr129229.html	 45/27 Đường Bình Thới, Phường 14, Quận 11, Hồ Chí Minh	 2.3 triệu/tháng	 14	 10/04/2019	 05/04/2019	 ['Người đi làm', 'Sinh viên']	 	 ['Có cửa sổ', 'Có bảo vệ', 'Có camera', 'Điều hòa', 'Tủ lạnh', 'Internet tốc độ cao', 'Bếp', 'Chỗ để xe', 'Truyền hình cáp']	 4.000 đồng/Kwh	 100.000 đồng/người	 	 Thỏa thuận	 
https://bds123.vn/phong-rong-o-dc-2-3ng-nha-moi-xay-q11-pr129058.html	 127/41 F Đường Âu Cơ, Phường 14, Quận 11, Hồ Chí Minh	 3.3 triệu/tháng	 25	 09/04/2019	 04/04/2019	 ['Người đi làm', 'Sinh viên']	 Nữ	 ['Có cửa sổ', 'Có camera', 'Máy giặt', 'Tủ lạnh', 'Internet tốc độ cao', 'Bếp', 'Tủ quần áo', 'Chỗ để xe', 'Công viên', 'Truyền hình cáp']	 2.000 đồng/Kwh	 11 đồng/người	 	 Thỏa thuận	 
https://bds123.vn/phong-tro-cao-cap-day-du-tien-nghi-pr128574.html	 203/91 Đường Lãnh Binh Thăng, Phường 12, Quận 11, Hồ Chí Minh	 6.5 triệu/tháng	 36	 05/04/2019	 04/04/2019	 	 	 ['Có camera', 'Máy giặt', 'Điều hòa', 'Tủ lạnh', 'Ti vi', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Đệm', 'Giường ngủ', 'Tủ quần áo', 'Dịch vụ vệ sinh', 'Công viên', 'Truyền hình cáp', 'Ban công', 'Sân phơi']	 3.500 đồng/Kwh	 100.000 đồng/người	 	 Thỏa thuận	 
https://bds123.vn/cho-thue-lau-3-d-c-33-duong-tong-lung-phuong-13-quan-11-tp-ho-chi-minh-pr128474.html	 33 Đường Tổng Lung, Phường 13, Quận 11, Hồ Chí Minh	 3.5 triệu/tháng	 48	 04/04/2019	 03/04/2019	 ['Người đi làm', 'Gia đình']	 	 []	 	 	 	 Thỏa thuận	 
https://bds123.vn/cho-nu-thue-phong-tro-tai-127-41f-au-co-p14-q11-pr127812.html	 127/41F Đường Âu Cơ, Phường 14, Quận 11, Hồ Chí Minh	 3.3 triệu/tháng	 30	 30/03/2019	 27/03/2019	 	 Nữ	 ['Máy giặt', 'Internet tốc độ cao', 'Chỗ để xe']	 3.000 đồng/Kwh	 100.000 đồng/người	 40.000 đồng	 Thỏa thuận	 
https://bds123.vn/cho-thue-nguyen-tang-nha-3-lau-duong-lac-long-quan-pr126568.html	 506/49/9 Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh	 5 triệu/tháng	 30	 20/03/2019	 18/03/2019	 ['Tất cả']	 	 ['Có cửa sổ', 'Điều hòa', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Chỗ để xe', 'Ban công']	 3.000 đồng/Kwh	 100 đồng/người	 	 Thỏa thuận	 
https://bds123.vn/cho-thue-phong-tro-mat-tien-lac-long-quan-pr126662.html	 356 Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh	 2.5 triệu/tháng	 25	 20/03/2019	 18/03/2019	 ['Người đi làm', 'Sinh viên']	 	 ['Có cửa sổ', 'Công viên', 'Ban công']	 	 	 	 Thỏa thuận	 
https://bds123.vn/cho-nu-thue-phong-quan-11-dt-18m2-gia-22-trieu-thang-lh-0762945102-pr124987.html	 Quận 11, Hồ Chí Minh	 2.2 triệu/tháng	 18	 11/03/2019	 09/03/2019	 ['Người đi làm', 'Sinh viên']	 	 ['Không chung chủ', 'Máy giặt', 'Điều hòa', 'Tủ lạnh', 'Internet tốc độ cao', 'Bếp', 'Chỗ để xe', 'Sân phơi']	 	 	 	 Thỏa thuận	 
https://bds123.vn/phong-cao-cap-full-nt-35m2-gia-sv-ta-uyen-q11-pr125166.html	 237 Đường Tạ Uyên, Phường 6, Quận 11, Hồ Chí Minh	 3.7 triệu/tháng	 35	 12/03/2019	 07/03/2019	 ['Tất cả']	 	 ['Có cửa sổ', 'Có gác', 'Không chung chủ', 'Có bảo vệ', 'Có camera', 'Máy giặt', 'Điều hòa', 'Tủ lạnh', 'Ti vi', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Đệm', 'Giường ngủ', 'Tủ quần áo', 'Sàn gỗ', 'Bàn làm việc', 'Dịch vụ vệ sinh', 'Gym', 'Chỗ để xe', 'Truyền hình cáp', 'Ban công', 'Sân phơi']	 	 	 	 Thỏa thuận	 
https://bds123.vn/cho-thue-can-ho-dich-vu-cao-cap-1-phong-ngu-quan-11-pr123220.html	 544/39 Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh	 8 triệu/tháng	 30	 08/03/2019	 05/03/2019	 ['Người đi làm', 'Gia đình']	 	 ['Có cửa sổ', 'Không chung chủ', 'Có bảo vệ', 'Có camera', 'Máy giặt', 'Điều hòa', 'Tủ lạnh', 'Ti vi', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Đệm', 'Giường ngủ', 'Tủ quần áo', 'Chỗ để xe', 'Công viên', 'Truyền hình cáp', 'Ban công', 'Sân phơi']	 3.500 đồng/Kwh	 70.000 đồng/người	 100.000 đồng	 Thỏa thuận	 
https://bds123.vn/phong-tro-gia-re-15-trieu-thang-nha-nguyen-can-300a-doi-cung-quan-11-dt-15m2-pr124722.html	 300A Đường Đội Cung, Phường 9, Quận 11, Hồ Chí Minh	 1.5 triệu/tháng	 15	 09/03/2019	 04/03/2019	 ['Người đi làm', 'Sinh viên']	 	 ['Có cửa sổ', 'Không chung chủ', 'Điều hòa', 'Internet tốc độ cao', 'Bếp', 'Chỗ để xe', 'Sân phơi']	 	 	 	 Thỏa thuận	 
https://bds123.vn/nha-nguyen-can-cho-thue-phong-lu-gia-quan-11-dt-25m2-gia-3-trieu-thang-pr124418.html	 Đường Lữ Gia, Quận 11, Hồ Chí Minh	 3 triệu/tháng	 25	 06/03/2019	 01/03/2019	 ['Người đi làm', 'Sinh viên']	 	 ['Có cửa sổ', 'Không chung chủ', 'Máy giặt', 'Điều hòa', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Giường ngủ', 'Tủ quần áo', 'Chỗ để xe', 'Sân phơi']	 	 	 	 Thỏa thuận	 
https://bds123.vn/uu-tien-nu-thue-phong-dt-18m2-gia-2-trieu-thang-lac-long-quan-quan-11-pr124002.html	 Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh	 2 triệu/tháng	 18	 02/03/2019	 27/02/2019	 ['Người đi làm', 'Sinh viên']	 Nữ	 ['Có cửa sổ', 'Không chung chủ', 'Internet tốc độ cao', 'Tủ quần áo', 'Chỗ để xe']	 200.000 đồng/Kwh	 Miễn phí	 	 Thỏa thuận	 
https://bds123.vn/phong-co-cua-so-va-toilet-rieng-duong-hong-bang-pr124065.html	 550/30 Đường Hồng Bàng, Phường 16, Quận 11, Hồ Chí Minh	 2.7 triệu/tháng	 15	 02/03/2019	 25/02/2019	 	 	 ['Có cửa sổ', 'Không chung chủ', 'Có camera', 'Internet tốc độ cao', 'Bếp']	 3.000 đồng/Kwh	 100.000 đồng/người	 	 Thỏa thuận	 
https://bds123.vn/cho-thue-phong-tro-299-25-ly-thuong-kiet-p15-q11-full-noi-that-dt-tu-25m2-gia-tu-45tr-lh-0938577028-pr123455.html	 299/25 Đường Lý Thường Kiệt, Phường 15, Quận 11, Hồ Chí Minh	 4.5 triệu/tháng	 25	 19/02/2019	 18/02/2019	 ['Tất cả']	 	 ['Có cửa sổ', 'Có gác', 'Không chung chủ', 'Có bảo vệ', 'Có camera', 'Máy giặt', 'Điều hòa', 'Tủ lạnh', 'Ti vi', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Đệm', 'Giường ngủ', 'Tủ quần áo', 'Bàn làm việc', 'Chỗ để xe']	 	 	 	 Thỏa thuận	 
https://bds123.vn/uu-tien-nu-thue-phong-rong-16m2-gia-19-trieu-thang-dc-186e1-1-binh-thoi-pr123426.html	 186E1/1 Đường Bình Thới, Phường 14, Quận 11, Hồ Chí Minh	 1.9 triệu/tháng	 16	 21/02/2019	 18/02/2019	 ['Người đi làm', 'Sinh viên']	 Nữ	 ['Có cửa sổ', 'Không chung chủ', 'Internet tốc độ cao', 'Bếp', 'Chỗ để xe']	 3.500 đồng/Kwh	 Miễn phí	 	 Thỏa thuận	 
https://bds123.vn/cho-thue-phong-phong-cho-thue-chinh-chu-q11-gan-q10-cho-nau-an-de-xe-mp-pr123354.html	 Đường Ông Ích Khiêm, Phường 14, Quận 11, Hồ Chí Minh	 2.5 triệu/tháng	 20	 20/02/2019	 15/02/2019	 ['Người đi làm', 'Sinh viên']	 	 ['Có cửa sổ', 'Sân phơi']	 3.500 đồng/Kwh	 	 	 Thỏa thuận	 Sau 23h
https://bds123.vn/phong-tro-nam-tren-duong-ong-ich-khiem-quan-11-dt-30m2-gia-4-trieu-thang-pr123293.html	 Đường Ông Ích Khiêm, Quận 11, Hồ Chí Minh	 4 triệu/tháng	 30	 18/02/2019	 15/02/2019	 ['Người đi làm', 'Sinh viên']	 	 ['Có cửa sổ', 'Không chung chủ', 'Internet tốc độ cao', 'Bếp', 'Giường ngủ', 'Tủ quần áo', 'Bàn làm việc', 'Chỗ để xe']	 	 	 	 Thỏa thuận	 
