url	 address	 price	 size	 exprire_data	 update_date	 object	 sex	 amenities	 electric_price	 water_price	 internet_price	 payment_method	 close_time
https://bds123.vn/phong-tro-cao-cap-moi-xay-full-noi-that-moi-100-pr151438.html	 51 Đường Trung Lập, Xã Trung Lập Thượng, Huyện Củ Chi, Hồ Chí Minh	 Thỏa thuận	 16	 17/11/2019	 16/11/2019	 ['Tất cả']	 	 ['Có cửa sổ', 'Không chung chủ', 'Có bảo vệ', 'Có camera', 'Máy giặt', 'Điều hòa', 'Tủ lạnh', 'Nước nóng lạnh', 'Internet tốc độ cao', 'Bếp', 'Đệm', 'Giường ngủ', 'Tủ quần áo', 'Dịch vụ vệ sinh', 'Chỗ để xe', 'Công viên', 'Ban công', 'Sân phơi']	 3.000 đồng/Kwh	 15.000 đồng/người	 	 Thỏa thuận	 
https://bds123.vn/can-cho-thue-phong-moi-xay-huyen-cu-chi-dt-38m2-gia-2-trieu-thang-pr111560.html	 Huyện Củ Chi, Hồ Chí Minh	 2 triệu/tháng	 38	 19/07/2018	 12/07/2018	 ['Tất cả']	 	 ['Không chung chủ', 'Internet tốc độ cao', 'Bếp', 'Chỗ để xe', 'Ban công', 'Sân phơi']	 	 	 	 Từng tháng	 
https://bds123.vn/phong-trong-huyen-cu-chi-can-cho-thue-dt-25m2-gia-11-trieu-thang-pr111001.html	 Đường số 458, Huyện Củ Chi, Hồ Chí Minh	 1.1 triệu/tháng	 25	 07/07/2018	 27/06/2018	 ['Người đi làm', 'Sinh viên']	 	 ['Internet tốc độ cao', 'Bếp', 'Đệm', 'Chỗ để xe', 'Ban công', 'Sân phơi']	 	 	 	 Từng tháng	 
